trial_id,task_kind,target_force_n,tolerance_n,rep_no,force_mean_n,force_std_n,force_peak_n,eskin_roi_mean,eskin_roi_peak,emg_env_mean,emg_env_peak,percent_mvc
narges_max_squeeze_001_20260722_173017,max_effort,,,1,38.66261794488711,25.56336188864074,63.36315999999999,24740.94334226988,45627.8,188.28092930624038,374.3943968808019,108.03493306856083
narges_max_squeeze_001_20260722_173017,max_effort,,,2,41.30763522088353,18.746723944094143,57.582899999999995,40598.60978165938,50985.44,177.2172494841499,317.3976193995699,86.36902659129251
narges_max_squeeze_001_20260722_173017,max_effort,,,3,42.27407692540323,18.97365392789674,59.02406,41732.02848993288,50767.5,213.82462527135377,398.15303737198917,105.59604034014664
narges_target_10_002_20260722_173151,target_force,10.0,1.5,1,9.134788726851852,0.31384880066797427,9.68052,29183.953891625613,29641.63,59.95974389953835,98.80592727592864,31.01556477607443
narges_target_10_002_20260722_173151,target_force,10.0,1.5,2,9.96455386100386,0.17359340638821308,10.31104,25953.440505287894,26280.370000000003,45.936550333632866,77.71848312905124,23.47346932460855
narges_target_10_002_20260722_173151,target_force,10.0,1.5,3,10.356172870924816,0.33851062427539697,10.99244,30958.217654171705,31206.0,41.909366297615016,75.12027154209885,20.10037900017256
narges_target_15_003_20260722_173534,target_force,15.0,2.0,1,15.790270808482438,0.5740932556035254,16.7257,42253.32378580324,42708.5,36.4508457389805,242.44983737961235,29.284730698261555
narges_target_15_003_20260722_173534,target_force,15.0,2.0,2,16.154130297029702,0.33649662984396667,16.84706,31036.154016973127,31659.77,46.89821062520987,122.20497526693825,17.87349897527671
narges_target_15_003_20260722_173534,target_force,15.0,2.0,3,16.034390774278215,0.4356920023645399,16.663040000000002,39917.06945736435,40636.64,69.03056273711081,119.9237097521883,30.40626465797319
