wall_time,elapsed_s,F1_N,F2_N
2026-07-23T16:03:28.615,269.6101,-2.0331,-0.5859
2026-07-23T16:03:28.629,269.6101,-1.896,-0.7229
2026-07-23T16:03:28.646,269.6403,-1.9939,-0.5859
2026-07-23T16:03:28.658,269.6418,-1.9547,-0.7033
2026-07-23T16:03:28.661,269.6451,-1.9352,-0.6446
2026-07-23T16:03:28.671,269.6617,-1.9743,-0.6838
2026-07-23T16:03:28.677,269.6735,-1.9352,-0.625
2026-07-23T16:03:28.693,269.6772,-1.9939,-0.7229
2026-07-23T16:03:28.696,269.7033,-1.9743,-0.6446
2026-07-23T16:03:28.712,269.7071,-1.9939,-0.6838
2026-07-23T16:03:28.712,269.7071,-1.9547,-0.6642
2026-07-23T16:03:28.728,269.7369,-1.9939,-0.7033
2026-07-23T16:03:28.740,269.7391,-1.896,-0.6446
2026-07-23T16:03:28.754,269.7391,-1.8568,-0.7033
2026-07-23T16:03:28.758,269.7454,-2.0918,-0.7229
2026-07-23T16:03:28.773,269.7713,-1.9547,-0.6838
2026-07-23T16:03:28.773,269.7713,-2.1114,-0.7425
2026-07-23T16:03:28.790,269.7738,-2.0527,-0.6838
2026-07-23T16:03:28.804,269.8006,-2.1114,-0.7817
2026-07-23T16:03:28.804,269.8026,-2.0331,-0.7817
2026-07-23T16:03:28.825,269.8071,-2.131,-0.7817
2026-07-23T16:03:28.838,269.8284,-2.1114,-0.8796
2026-07-23T16:03:28.838,269.8312,-2.2093,-0.8208
2026-07-23T16:03:28.853,269.8312,-2.1114,-0.9383
2026-07-23T16:03:28.866,269.8478,-2.1897,-0.8796
2026-07-23T16:03:28.866,269.8478,-2.2093,-0.8796
2026-07-23T16:03:28.882,269.8478,-2.1114,-0.9383
2026-07-23T16:03:28.897,269.8861,-2.2289,-0.9775
2026-07-23T16:03:28.899,269.8895,-2.2093,-0.9383
2026-07-23T16:03:28.914,269.8923,-2.1897,-0.9383
2026-07-23T16:03:28.921,269.9202,-2.2485,-1.0362
2026-07-23T16:03:28.930,269.923,-2.2289,-1.0166
2026-07-23T16:03:28.943,269.9262,-2.2289,-1.0558
2026-07-23T16:03:28.952,269.9579,-2.1701,-1.0362
2026-07-23T16:03:28.964,269.9599,-2.2485,-1.0362
2026-07-23T16:03:28.974,269.963,-2.1114,-1.0362
2026-07-23T16:03:28.983,269.9755,-2.3268,-0.9971
2026-07-23T16:03:29.004,269.9892,-2.0918,-1.0754
2026-07-23T16:03:29.004,269.9892,-2.2289,-1.095
